transaction_id,customer_id,datetime,stock_code,action,quantity,price,fee
TC001_80_0,C001,2023-10-25 11:11:00,TCM,buy,73,33.49,2.584873903087576
TC001_80_1,C001,2023-10-25 11:06:00,FPT,buy,20,62.55,1.507430084242912
TC001_80_2,C001,2023-10-25 09:42:00,FPT,buy,15,66.53,2.4965472602467096
TC001_80_3,C001,2023-10-25 11:12:00,TCM,buy,33,36.01,1.5950080515788037
TC001_80_4,C001,2023-10-25 11:05:00,YEG,buy,25,8.65,0.4659188363644494
TC001_80_5,C001,2023-10-25 13:48:00,TCM,sell,39,30.76,5.567154975179072
TC001_80_6,C001,2023-10-25 13:46:00,YEG,sell,25,10.78,0.5772199547923693
TC001_80_10,C001,2023-10-25 14:59:00,FPT,sell,14,69.13,1.6192091367571237
TC001_81_0,C001,2023-10-26 10:09:00,FPT,buy,11,67.14,1.2145868194130578
TC001_81_1,C001,2023-10-26 11:10:00,FPT,buy,17,63.93,4.121169695312768
TC001_81_2,C001,2023-10-26 11:28:00,TCM,buy,16,32.69,1.290485905022033
TC001_81_3,C001,2023-10-26 09:07:00,FPT,buy,70,63.53,17.386713258149065
TC001_81_4,C001,2023-10-26 09:11:00,YEG,buy,66,9.23,2.250412058736782
TC001_81_5,C001,2023-10-26 10:25:00,FPT,buy,75,59.85,17.24157826943595
TC001_81_6,C001,2023-10-26 14:13:00,TCM,sell,1,35.46,0.12824552890963067
TC001_81_7,C001,2023-10-26 14:34:00,FPT,sell,33,60.88,5.558227680463031
TC001_81_close,C001,2023-10-26 14:54:00,YEG,sell,66,9.7,2.477692356575157
TC001_82_0,C001,2023-10-27 09:22:00,PET,buy,24,21.14,2.0996432732584775
TC001_82_1,C001,2023-10-27 11:25:00,CSV,buy,77,16.39,5.334380439609055
TC001_82_2,C001,2023-10-27 10:13:00,FPT,buy,72,63.68,20.512957887352723
TC001_82_3,C001,2023-10-27 09:10:00,TCM,buy,63,32.69,2.8489905581636994
TC001_82_4,C001,2023-10-27 10:10:00,YEG,buy,39,9.87,1.8487121700632871
TC001_82_5,C001,2023-10-27 09:56:00,CSV,buy,53,13.31,2.73193794857347
TC001_82_6,C001,2023-10-27 09:02:00,PET,buy,77,23.2,2.054995524937288
TC001_82_7,C001,2023-10-27 13:22:00,CSV,sell,68,16.34,1.904661636854192
TC001_82_8,C001,2023-10-27 14:01:00,PET,sell,101,24.63,3.139319738339194
TC001_82_10,C001,2023-10-27 13:11:00,TCM,sell,23,29.36,2.9140556720022044
TC001_82_close,C001,2023-10-27 13:17:00,FPT,sell,72,65.08,11.430270544156322
TC001_82_close,C001,2023-10-27 13:25:00,YEG,sell,39,11.27,1.0860746612518233
TC001_83_0,C001,2023-10-30 10:46:00,CSV,buy,11,12.56,0.5495190938004894
TC001_83_1,C001,2023-10-30 09:48:00,TCM,buy,78,35.76,4.762649190196508
TC001_83_2,C001,2023-10-30 11:22:00,TCM,buy,35,32.18,4.032268631971126
TC001_83_3,C001,2023-10-30 09:18:00,TCM,buy,55,32.61,8.932139687002172
TC001_83_4,C001,2023-10-30 09:47:00,PET,buy,23,22.27,1.0650421159881267
TC001_83_5,C001,2023-10-30 14:57:00,PET,sell,6,19.59,0.13813976349649035
TC001_83_7,C001,2023-10-30 13:15:00,TCM,sell,75,33.66,4.383468655505988
TC001_83_close,C001,2023-10-30 14:34:00,CSV,sell,11,8.64,0.12705211096754143
TC001_84_0,C001,2023-10-31 10:11:00,FPT,buy,45,60.75,8.877475969594864
TC001_84_1,C001,2023-10-31 09:39:00,CSV,buy,71,12.49,3.5041110108159423
TC001_84_2,C001,2023-10-31 11:23:00,TCM,buy,62,32.29,3.709617500132193
TC001_84_3,C001,2023-10-31 10:38:00,CSV,buy,74,14.31,4.841340233805308
TC001_84_4,C001,2023-10-31 09:27:00,YEG,buy,23,9.44,0.3181364688756981
TC001_84_7,C001,2023-10-31 13:56:00,TCM,sell,13,34.5,0.9750897521176961
TC001_84_9,C001,2023-10-31 14:37:00,FPT,sell,45,60.7,2.8800164373662303
TC001_84_close,C001,2023-10-31 13:39:00,CSV,sell,145,14.85,4.90895670229252
TC001_84_close,C001,2023-10-31 14:42:00,YEG,sell,23,9.71,0.8843082119273488
TC001_85_0,C001,2023-11-01 09:04:00,YEG,buy,46,8.81,1.8929828199463983
TC001_85_1,C001,2023-11-01 10:58:00,FPT,buy,20,62.51,1.8024325868701536
TC001_85_2,C001,2023-11-01 09:54:00,TCM,buy,66,32.81,5.453445428963577
TC001_85_3,C001,2023-11-01 11:15:00,PET,buy,45,21.08,3.350915437264159
TC001_85_4,C001,2023-11-01 13:58:00,TCM,sell,66,34.41,4.7117926672562245
TC001_85_7,C001,2023-11-01 13:14:00,FPT,sell,8,64.78,0.9386929615153576
TC001_85_8,C001,2023-11-01 13:59:00,PET,sell,30,23.96,2.7874573938503633
TC001_85_close,C001,2023-11-01 14:52:00,YEG,sell,46,12.49,0.5828025324509772
TC001_86_0,C001,2023-11-02 10:02:00,PET,buy,69,22.51,5.814569851397824
TC001_86_1,C001,2023-11-02 09:35:00,YEG,buy,23,8.83,0.7022823163874756
TC001_86_2,C001,2023-11-02 09:03:00,CSV,buy,49,13.69,1.2489126213987776
TC001_86_3,C001,2023-11-02 10:31:00,FPT,buy,43,65.14,6.889355922789367
TC001_86_4,C001,2023-11-02 10:18:00,CSV,buy,16,11.29,0.641594192732945
TC001_86_5,C001,2023-11-02 10:17:00,YEG,buy,50,6.21,1.430240839271102
TC001_86_7,C001,2023-11-02 14:27:00,PET,sell,69,20.56,4.510008556553216
TC001_86_10,C001,2023-11-02 14:16:00,FPT,sell,22,61.63,4.2674193680877925
TC001_86_11,C001,2023-11-02 14:33:00,YEG,sell,73,9.89,2.226254254307192
TC001_86_close,C001,2023-11-02 13:01:00,CSV,sell,65,16.75,1.9622415286689414
TC001_87_0,C001,2023-11-03 09:07:00,TCM,buy,12,33.45,1.066608804371416
TC001_87_1,C001,2023-11-03 09:43:00,PET,buy,36,22.46,1.17228376346984
TC001_87_2,C001,2023-11-03 14:50:00,TCM,sell,6,35.5,0.6308403724523011
TC001_87_close,C001,2023-11-03 13:02:00,PET,sell,36,20.27,2.068435715280785
TC001_88_0,C001,2023-11-06 10:17:00,FPT,buy,28,60.88,4.224981788852611
TC001_88_1,C001,2023-11-06 11:03:00,PET,buy,49,22.91,1.3817993746586075
TC001_88_2,C001,2023-11-06 10:04:00,TCM,buy,24,33.41,2.5102811641496765
TC001_88_3,C001,2023-11-06 09:20:00,FPT,buy,48,64.78,8.998022233022686
TC001_88_6,C001,2023-11-06 14:43:00,TCM,sell,14,37.25,0.8922339094584827
TC001_88_close,C001,2023-11-06 13:39:00,FPT,sell,76,62.05,19.48818379991889
TC001_88_close,C001,2023-11-06 13:57:00,PET,sell,49,25.93,4.052513090557796
TC001_89_0,C001,2023-11-07 10:00:00,FPT,buy,46,64.63,3.6158385207965607
TC001_89_1,C001,2023-11-07 10:58:00,PET,buy,49,22.96,1.8076997029630337
TC001_89_2,C001,2023-11-07 09:35:00,CSV,buy,23,13.93,0.5495642378881825
TC001_89_3,C001,2023-11-07 10:09:00,YEG,buy,62,8.89,0.7330510899573403
TC001_89_4,C001,2023-11-07 11:30:00,CSV,buy,50,11.11,1.5408488336664947
TC001_89_5,C001,2023-11-07 13:33:00,PET,sell,17,23.36,0.8989077710799843
TC001_89_6,C001,2023-11-07 14:25:00,CSV,sell,73,12.92,2.5358899632177194
TC001_89_7,C001,2023-11-07 13:38:00,YEG,sell,38,6.39,0.2545634716443078
TC001_89_close,C001,2023-11-07 13:37:00,FPT,sell,46,62.26,13.974978448327418
TC001_90_0,C001,2023-11-08 10:12:00,PET,buy,24,24.04,2.534399962096106
TC001_90_1,C001,2023-11-08 09:43:00,TCM,buy,66,33.61,7.590852556006982
TC001_90_2,C001,2023-11-08 10:16:00,FPT,buy,60,67.78,20.206346501741717
TC001_90_3,C001,2023-11-08 11:09:00,PET,buy,46,27.74,2.636366620931266
TC001_90_4,C001,2023-11-08 10:40:00,FPT,buy,78,71.45,16.307229559105217
TC001_90_5,C001,2023-11-08 11:27:00,FPT,buy,45,69.52,12.065349616009556
TC001_90_6,C001,2023-11-08 11:17:00,TCM,buy,52,35.77,2.885112567394537
TC001_90_7,C001,2023-11-08 14:40:00,TCM,sell,62,36.2,8.88994873642534
TC001_90_10,C001,2023-11-08 13:32:00,PET,sell,22,25.97,0.6524417904057922
TC001_90_close,C001,2023-11-08 14:42:00,FPT,sell,183,71.23,62.88163955000242
TC001_91_0,C001,2023-11-09 09:26:00,FPT,buy,29,67.7,5.833146741486355
TC001_91_1,C001,2023-11-09 11:20:00,CSV,buy,26,14.55,0.5650688962700177
TC001_91_2,C001,2023-11-09 10:53:00,TCM,buy,58,33.94,4.531237554833178
TC001_91_4,C001,2023-11-09 14:05:00,FPT,sell,19,70.09,1.5429953957900455
TC001_91_close,C001,2023-11-09 13:52:00,CSV,sell,26,11.91,0.7753252701451462
TC001_91_close,C001,2023-11-09 13:05:00,TCM,sell,58,34.0,8.488673860949334
TC001_92_0,C001,2023-11-10 09:36:00,YEG,buy,41,8.75,1.2344083703334134
TC001_92_1,C001,2023-11-10 10:18:00,CSV,buy,64,16.79,4.104515600387097
TC001_92_2,C001,2023-11-10 10:43:00,TCM,buy,40,35.19,4.36491039082914
TC001_92_3,C001,2023-11-10 09:18:00,CSV,buy,67,14.55,1.5275830066479332
TC001_92_4,C001,2023-11-10 10:33:00,FPT,buy,31,66.97,2.6572082050619796
TC001_92_5,C001,2023-11-10 09:18:00,TCM,buy,52,33.77,4.497347373627566
TC001_92_6,C001,2023-11-10 10:55:00,YEG,buy,48,7.15,1.153173199082202
TC001_92_7,C001,2023-11-10 14:03:00,TCM,sell,28,31.51,3.9904286621275395
TC001_92_11,C001,2023-11-10 14:09:00,CSV,sell,47,17.65,3.067878212576368
TC001_92_14,C001,2023-11-10 14:13:00,FPT,sell,31,67.1,6.536658769024408
TC001_92_close,C001,2023-11-10 14:45:00,YEG,sell,89,6.51,1.236147757513623
TC001_93_0,C001,2023-11-13 10:40:00,TCM,buy,39,33.65,3.5889928879247157
TC001_93_1,C001,2023-11-13 09:16:00,YEG,buy,58,8.33,1.6276396837589573
TC001_93_2,C001,2023-11-13 10:08:00,YEG,buy,34,6.64,0.6160409436608923
TC001_93_3,C001,2023-11-13 09:34:00,YEG,buy,78,9.33,0.9876750821615934
TC001_93_4,C001,2023-11-13 10:36:00,PET,buy,26,23.64,2.2074160655441752
TC001_93_5,C001,2023-11-13 10:40:00,FPT,buy,53,66.9,3.629336376244323
TC001_93_7,C001,2023-11-13 14:52:00,FPT,sell,23,67.8,4.508466352837043
TC001_93_12,C001,2023-11-13 13:12:00,PET,sell,17,27.17,1.5744445688067314
TC001_93_close,C001,2023-11-13 13:33:00,TCM,sell,39,30.49,4.248755873881845
TC001_93_close,C001,2023-11-13 14:24:00,YEG,sell,170,9.06,1.5497127707825966
TC001_94_0,C001,2023-11-14 10:49:00,FPT,buy,22,67.78,2.6646629871031497
TC001_94_1,C001,2023-11-14 09:24:00,YEG,buy,27,8.6,0.27932874523153967
TC001_94_2,C001,2023-11-14 09:24:00,CSV,buy,41,14.68,2.5881323307203745
TC001_94_3,C001,2023-11-14 10:06:00,YEG,buy,40,4.83,0.6223362032124156
TC001_94_4,C001,2023-11-14 11:19:00,PET,buy,57,23.64,1.6099794348709948
TC001_94_5,C001,2023-11-14 09:47:00,TCM,buy,54,33.65,1.992250234270514
TC001_94_6,C001,2023-11-14 14:08:00,YEG,sell,44,7.1,0.7461480444587093
TC001_94_7,C001,2023-11-14 13:42:00,FPT,sell,10,71.64,3.2887758578093678
TC001_94_9,C001,2023-11-14 14:24:00,PET,sell,25,25.36,0.9662374051670398
TC001_94_10,C001,2023-11-14 14:03:00,CSV,sell,18,17.86,0.5629953599442434
TC001_94_close,C001,2023-11-14 14:32:00,TCM,sell,54,37.12,8.559705837173517
TC001_95_0,C001,2023-11-15 09:55:00,YEG,buy,12,8.6,0.3430874481616965
TC001_95_1,C001,2023-11-15 10:35:00,TCM,buy,64,33.9,7.677514087582746
TC001_95_2,C001,2023-11-15 11:25:00,PET,buy,27,28.34,2.923064950712515
TC001_95_3,C001,2023-11-15 11:17:00,PET,buy,45,24.63,1.5204546794771288
TC001_95_4,C001,2023-11-15 11:18:00,PET,buy,56,23.05,3.747608023196362
TC001_95_5,C001,2023-11-15 14:41:00,TCM,sell,14,34.06,2.0480646425070055
TC001_95_7,C001,2023-11-15 14:53:00,PET,sell,61,24.07,4.407047872918309
TC001_95_9,C001,2023-11-15 14:26:00,YEG,sell,4,6.01,0.11309400790281897
TC001_96_0,C001,2023-11-16 09:18:00,YEG,buy,35,9.9,1.2678619903313786
TC001_96_1,C001,2023-11-16 11:27:00,PET,buy,13,23.95,1.311254128087097
TC001_96_2,C001,2023-11-16 11:08:00,PET,buy,61,22.91,5.870074832926136
TC001_96_3,C001,2023-11-16 09:16:00,PET,buy,33,24.63,0.9704725963795283
TC001_96_4,C001,2023-11-16 10:51:00,CSV,buy,17,15.0,0.3172981756241578
TC001_96_5,C001,2023-11-16 09:41:00,PET,buy,60,27.82,8.102133788290509
TC001_96_6,C001,2023-11-16 09:10:00,YEG,buy,47,8.54,0.42098507905774685
TC001_96_11,C001,2023-11-16 14:42:00,CSV,sell,3,18.86,0.11644590008889445
TC001_96_12,C001,2023-11-16 14:37:00,YEG,sell,30,10.63,1.5126012692015178
TC001_96_13,C001,2023-11-16 13:34:00,PET,sell,167,24.54,4.941906096980638
TC001_97_0,C001,2023-11-17 09:36:00,PET,buy,26,24.14,1.6370050054881027
TC001_97_1,C001,2023-11-17 09:09:00,YEG,buy,34,8.22,1.257865773359892
TC001_97_2,C001,2023-11-17 10:29:00,PET,buy,74,25.68,8.894085193479585
TC001_97_3,C001,2023-11-17 11:01:00,FPT,buy,12,66.61,2.4571471493155568
TC001_97_4,C001,2023-11-17 10:49:00,PET,buy,46,20.46,2.886441116478331
TC001_97_5,C001,2023-11-17 14:04:00,FPT,sell,6,65.27,1.3172781320501212
TC001_97_6,C001,2023-11-17 14:08:00,PET,sell,21,26.77,2.2399207109922727
TC001_97_close,C001,2023-11-17 14:30:00,YEG,sell,34,7.31,0.26357492464632815
TC001_98_0,C001,2023-11-20 09:55:00,TCM,buy,77,33.77,4.348280426390657
TC001_98_1,C001,2023-11-20 10:47:00,FPT,buy,26,66.39,3.0778770678464378
TC001_98_2,C001,2023-11-20 09:23:00,YEG,buy,40,8.28,1.5665326186175599
TC001_98_3,C001,2023-11-20 13:11:00,FPT,sell,9,68.33,1.7597814739533586
TC001_98_4,C001,2023-11-20 13:02:00,YEG,sell,40,5.02,0.3780814680830248
TC001_98_close,C001,2023-11-20 13:35:00,TCM,sell,77,34.66,11.56946400387686
TC001_99_0,C001,2023-11-21 11:29:00,PET,buy,67,22.77,4.711051570588952
TC001_99_1,C001,2023-11-21 09:39:00,FPT,buy,71,68.07,20.123500174259846
TC001_99_2,C001,2023-11-21 10:22:00,PET,buy,18,24.98,1.250365688897727
TC001_99_3,C001,2023-11-21 09:07:00,FPT,buy,29,67.27,8.783758574130859
TC001_99_4,C001,2023-11-21 10:07:00,CSV,buy,29,14.66,1.6074019757889586
TC001_99_5,C001,2023-11-21 11:00:00,CSV,buy,13,16.03,0.38242353977702326
TC001_99_6,C001,2023-11-21 11:10:00,PET,buy,76,23.75,3.609613579699492
TC001_99_9,C001,2023-11-21 14:01:00,PET,sell,161,25.95,20.28134223776858
TC001_99_11,C001,2023-11-21 14:44:00,CSV,sell,28,17.49,2.269476945964887
TC001_99_close,C001,2023-11-21 13:30:00,FPT,sell,100,70.5,14.207623265327358
TC001_100_0,C001,2023-11-22 09:31:00,PET,buy,60,24.88,3.743592514137577
TC001_100_1,C001,2023-11-22 09:36:00,FPT,buy,41,68.07,6.887629210048235
TC001_100_2,C001,2023-11-22 11:10:00,TCM,buy,17,33.61,2.4896059658194565
TC001_100_3,C001,2023-11-22 13:32:00,FPT,sell,25,65.51,7.601689475955678
TC001_100_5,C001,2023-11-22 13:37:00,TCM,sell,4,32.67,0.6212515010090771
TC001_100_close,C001,2023-11-22 13:52:00,PET,sell,60,26.36,3.236434989313442
TC001_101_0,C001,2023-11-23 09:09:00,YEG,buy,74,8.28,2.0133713128577013
TC001_101_1,C001,2023-11-23 11:26:00,TCM,buy,19,35.62,2.8037514401966965
TC001_101_2,C001,2023-11-23 11:11:00,TCM,buy,72,33.29,10.845049840370043
TC001_101_3,C001,2023-11-23 10:30:00,CSV,buy,17,15.27,0.9917374827549934
TC001_101_4,C001,2023-11-23 09:55:00,FPT,buy,54,66.46,7.130832184979186
TC001_101_5,C001,2023-11-23 10:07:00,CSV,buy,56,14.4,3.131293257310648
TC001_101_6,C001,2023-11-23 13:59:00,CSV,sell,42,17.17,1.4288054824950716
TC001_101_7,C001,2023-11-23 13:27:00,TCM,sell,28,30.46,2.867997529700563
TC001_101_11,C001,2023-11-23 14:18:00,YEG,sell,29,10.05,0.8738958548978317
TC001_101_close,C001,2023-11-23 14:12:00,FPT,sell,54,68.53,11.558462339249685
TC001_102_0,C001,2023-11-24 11:11:00,PET,buy,65,24.04,2.84572872750727
TC001_102_1,C001,2023-11-24 11:15:00,TCM,buy,37,33.17,1.2452618834961098
TC001_102_2,C001,2023-11-24 09:10:00,FPT,buy,70,66.75,21.36842016883841
TC001_102_3,C001,2023-11-24 11:19:00,FPT,buy,67,66.0,20.99000778338315
TC001_102_6,C001,2023-11-24 13:23:00,TCM,sell,37,32.26,3.2729963664106725
TC001_102_close,C001,2023-11-24 13:09:00,PET,sell,65,23.49,3.2726411099601003
TC001_102_close,C001,2023-11-24 13:09:00,FPT,sell,137,70.45,11.81111520759514
TC001_103_0,C001,2023-11-27 10:07:00,CSV,buy,18,17.24,0.6700388343785849
TC001_103_1,C001,2023-11-27 11:15:00,FPT,buy,35,63.66,7.489400183041715
TC001_103_2,C001,2023-11-27 10:56:00,FPT,buy,66,66.39,19.888809580597268
TC001_103_3,C001,2023-11-27 10:26:00,YEG,buy,31,9.15,1.1549796756656712
TC001_103_4,C001,2023-11-27 10:36:00,PET,buy,39,23.5,1.5297872089806441
TC001_103_5,C001,2023-11-27 10:06:00,CSV,buy,62,14.25,2.6352935915903806
TC001_103_6,C001,2023-11-27 13:50:00,YEG,sell,12,5.92,0.2806746983150587
TC001_103_8,C001,2023-11-27 14:22:00,CSV,sell,46,15.0,1.420906046804893
TC001_103_9,C001,2023-11-27 14:16:00,FPT,sell,101,65.02,7.850596643390644
TC001_103_close,C001,2023-11-27 13:02:00,PET,sell,39,24.06,3.9468107316242174
TC001_104_0,C001,2023-11-28 09:07:00,TCM,buy,57,33.09,2.378696768452653
TC001_104_1,C001,2023-11-28 09:36:00,YEG,buy,35,9.28,1.3521073219481572
TC001_104_2,C001,2023-11-28 11:26:00,FPT,buy,33,65.42,9.586857366639542
TC001_104_3,C001,2023-11-28 11:11:00,PET,buy,47,24.04,2.1663521416157345
TC001_104_4,C001,2023-11-28 10:43:00,YEG,buy,24,7.27,0.5559992989584471
TC001_104_5,C001,2023-11-28 10:06:00,CSV,buy,39,14.25,1.4798363658605116
TC001_104_6,C001,2023-11-28 11:09:00,FPT,buy,75,66.68,22.75472141275796
TC001_104_8,C001,2023-11-28 14:06:00,PET,sell,17,27.7,0.6265025789953109
TC001_104_11,C001,2023-11-28 14:33:00,FPT,sell,108,64.68,12.027758990869078
TC001_104_12,C001,2023-11-28 13:08:00,YEG,sell,59,11.87,1.251118614951627
TC001_104_13,C001,2023-11-28 14:32:00,TCM,sell,15,29.48,2.1400230860405784
TC001_104_close,C001,2023-11-28 13:42:00,CSV,sell,39,15.17,0.7779403202066543
TC001_105_0,C001,2023-11-29 11:23:00,YEG,buy,61,9.05,0.6099545816378549
TC001_105_1,C001,2023-11-29 10:54:00,FPT,buy,26,64.17,5.977308442971274
TC001_105_2,C001,2023-11-29 11:27:00,CSV,buy,54,14.46,3.7527680232348097
TC001_105_3,C001,2023-11-29 10:19:00,FPT,buy,12,71.02,2.879589187075214
TC001_105_4,C001,2023-11-29 09:44:00,PET,buy,17,24.63,1.8304313290124488
TC001_105_5,C001,2023-11-29 09:55:00,TCM,buy,21,33.09,1.2618324321839751
TC001_105_6,C001,2023-11-29 09:34:00,FPT,buy,14,67.12,4.447253888644521
TC001_105_7,C001,2023-11-29 14:19:00,TCM,sell,21,33.34,1.0968255230027864
TC001_105_8,C001,2023-11-29 14:59:00,YEG,sell,29,9.54,0.8906930965566562
TC001_105_9,C001,2023-11-29 14:27:00,PET,sell,2,26.61,0.1912897088297138
TC001_105_11,C001,2023-11-29 13:45:00,FPT,sell,52,63.87,10.394560362648207
TC001_105_13,C001,2023-11-29 13:20:00,CSV,sell,37,17.27,2.970167259370967
TC001_106_0,C001,2023-11-30 10:07:00,FPT,buy,31,63.29,4.072079383895375
TC001_106_1,C001,2023-11-30 09:08:00,PET,buy,77,23.84,3.335820943629521
TC001_106_2,C001,2023-11-30 09:18:00,YEG,buy,40,9.1,0.8913921393338764
TC001_106_3,C001,2023-11-30 11:18:00,PET,buy,40,21.34,4.181480799343376
TC001_106_4,C001,2023-11-30 09:21:00,FPT,buy,32,67.27,2.793367290216175
TC001_106_5,C001,2023-11-30 11:28:00,CSV,buy,77,14.29,1.76155582720636
TC001_106_9,C001,2023-11-30 13:24:00,FPT,sell,31,65.89,6.285045432612705
TC001_106_close,C001,2023-11-30 14:17:00,PET,sell,117,19.91,7.029901081120689
TC001_106_close,C001,2023-11-30 13:54:00,YEG,sell,40,7.79,0.4765632174313391
TC001_106_close,C001,2023-11-30 14:37:00,CSV,sell,77,15.37,1.2921949952834284
TC001_107_0,C001,2023-12-01 10:45:00,FPT,buy,52,69.37,17.552842180612657
TC001_107_1,C001,2023-12-01 11:05:00,PET,buy,69,25.47,4.727592062490274
TC001_107_2,C001,2023-12-01 10:39:00,FPT,buy,20,67.63,1.4758505302763314
TC001_107_3,C001,2023-12-01 11:21:00,TCM,buy,31,33.31,1.4163180088210385
TC001_107_4,C001,2023-12-01 09:45:00,YEG,buy,77,9.36,3.3774874237402424
TC001_107_5,C001,2023-12-01 09:36:00,TCM,buy,45,33.09,1.870692107481012
TC001_107_6,C001,2023-12-01 11:23:00,FPT,buy,46,68.96,4.5683365487700485
TC001_107_8,C001,2023-12-01 14:31:00,YEG,sell,28,8.27,0.9048049902060005
TC001_107_9,C001,2023-12-01 13:35:00,TCM,sell,28,32.22,3.3499880972841156
TC001_107_11,C001,2023-12-01 13:09:00,PET,sell,69,22.31,2.065551405668532
TC001_107_close,C001,2023-12-01 13:59:00,FPT,sell,118,69.5,37.944484866175046
TC001_108_0,C001,2023-12-04 11:03:00,FPT,buy,73,69.12,11.527085227265568
TC001_108_1,C001,2023-12-04 09:20:00,TCM,buy,38,33.13,2.907874260610078
TC001_108_2,C001,2023-12-04 09:24:00,FPT,buy,41,68.51,11.80735194755877
TC001_108_3,C001,2023-12-04 10:44:00,CSV,buy,23,14.94,1.3996768868789566
TC001_108_4,C001,2023-12-04 13:41:00,FPT,sell,36,66.38,11.060712261429401
TC001_108_5,C001,2023-12-04 13:42:00,TCM,sell,25,32.18,3.6000235767713025
TC001_108_close,C001,2023-12-04 14:51:00,CSV,sell,23,14.15,1.0875035802448134
TC001_109_0,C001,2023-12-05 11:11:00,CSV,buy,75,13.63,4.751826118293066
TC001_109_1,C001,2023-12-05 09:33:00,CSV,buy,74,15.6,1.1772968085099738
TC001_109_2,C001,2023-12-05 10:57:00,CSV,buy,35,14.7,0.9213826543235532
TC001_109_3,C001,2023-12-05 10:02:00,PET,buy,77,26.6,8.495754899283364
TC001_109_4,C001,2023-12-05 09:43:00,CSV,buy,16,13.87,0.7821809762204993
TC001_109_5,C001,2023-12-05 10:02:00,PET,buy,70,22.8,5.134162471185008
TC001_109_6,C001,2023-12-05 11:06:00,TCM,buy,55,33.13,3.5826292345236563
TC001_109_7,C001,2023-12-05 13:33:00,CSV,sell,200,18.41,12.99186165892276
TC001_109_10,C001,2023-12-05 14:11:00,PET,sell,147,30.18,12.04669142228128
TC001_109_12,C001,2023-12-05 13:06:00,TCM,sell,12,33.27,0.9598145960826755
TC001_110_0,C001,2023-12-06 10:40:00,FPT,buy,46,69.54,13.852037165381573
TC001_110_1,C001,2023-12-06 10:19:00,CSV,buy,63,19.33,1.7882816741380674
TC001_110_2,C001,2023-12-06 09:48:00,CSV,buy,13,13.5,0.7673182008832081
TC001_110_3,C001,2023-12-06 10:49:00,TCM,buy,32,33.13,4.203799439970476
TC001_110_4,C001,2023-12-06 09:21:00,CSV,buy,28,15.58,1.5100818966690774
TC001_110_5,C001,2023-12-06 14:07:00,CSV,sell,18,14.95,0.6250490796058089
TC001_110_6,C001,2023-12-06 13:15:00,TCM,sell,7,34.22,0.6752271107281278
TC001_110_close,C001,2023-12-06 13:44:00,FPT,sell,46,65.64,8.174352477040907
TC001_111_0,C001,2023-12-07 10:19:00,YEG,buy,38,10.84,1.6978482769476764
TC001_111_1,C001,2023-12-07 09:32:00,TCM,buy,57,33.01,7.7044194062860605
TC001_111_2,C001,2023-12-07 10:33:00,CSV,buy,40,15.28,0.8650810838259589
TC001_111_3,C001,2023-12-07 10:13:00,YEG,buy,60,10.16,2.215145487751134
TC001_111_4,C001,2023-12-07 11:21:00,CSV,buy,55,16.86,3.6022575489678412
TC001_111_5,C001,2023-12-07 10:29:00,FPT,buy,15,69.02,1.7672545531145307
TC001_111_6,C001,2023-12-07 11:12:00,PET,buy,52,26.5,1.4002564980335421
TC001_111_7,C001,2023-12-07 14:10:00,FPT,sell,9,69.0,1.8456158107404192
TC001_111_8,C001,2023-12-07 14:38:00,PET,sell,8,26.0,0.7681267845112079
TC001_111_11,C001,2023-12-07 14:17:00,CSV,sell,42,12.52,2.3307258067164507
TC001_111_12,C001,2023-12-07 13:22:00,YEG,sell,98,8.73,1.4983680141288718
TC001_111_close,C001,2023-12-07 14:45:00,TCM,sell,57,29.28,6.940737578503209
TC001_112_0,C001,2023-12-08 10:19:00,CSV,buy,40,15.54,3.076903441342902
TC001_112_1,C001,2023-12-08 10:33:00,TCM,buy,60,32.77,3.895899731485149
TC001_112_2,C001,2023-12-08 11:11:00,PET,buy,61,26.75,3.396732440494703
TC001_112_3,C001,2023-12-08 11:13:00,CSV,buy,33,16.02,0.6601963826053953
TC001_112_4,C001,2023-12-08 14:48:00,CSV,sell,39,18.83,2.6730546982222454
TC001_112_5,C001,2023-12-08 13:58:00,PET,sell,16,25.21,0.4249544024709373
TC001_112_close,C001,2023-12-08 13:17:00,TCM,sell,60,36.15,10.078756511888976
TC001_113_0,C001,2023-12-11 11:07:00,TCM,buy,57,30.51,5.900494982098227
TC001_113_1,C001,2023-12-11 11:21:00,TCM,buy,70,29.61,10.328485790814455
TC001_113_2,C001,2023-12-11 10:23:00,PET,buy,68,28.25,5.132098085748939
TC001_113_3,C001,2023-12-11 10:50:00,FPT,buy,71,69.54,8.314965365680145
TC001_113_4,C001,2023-12-11 11:01:00,TCM,buy,72,32.93,10.817372341823102
TC001_113_5,C001,2023-12-11 09:14:00,PET,buy,47,27.09,2.62434141097946
TC001_113_6,C001,2023-12-11 10:54:00,CSV,buy,31,15.39,2.23850694332154
TC001_113_7,C001,2023-12-11 13:03:00,FPT,sell,14,69.95,4.53871899327319
TC001_113_8,C001,2023-12-11 13:31:00,CSV,sell,31,16.48,0.6308149273356326
TC001_113_13,C001,2023-12-11 14:30:00,PET,sell,34,26.96,0.9392204006221334
TC001_113_close,C001,2023-12-11 13:59:00,TCM,sell,199,29.82,20.853217176817964
TC001_114_0,C001,2023-12-12 11:05:00,PET,buy,55,26.85,2.5864971178823155
